Grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C60CL21,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C60CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C60CL32,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C60CL42,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65CL12,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65CL13,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65CL23,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65CL32,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65CL33,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70CL12,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70CL13,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70CL21,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70CL23,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70CL32,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL12,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL1222GRBX42,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL13,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL21,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL23,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC60CL32,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC6570CL122232,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC6570CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL10,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL11,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL12,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL122232,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL31,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC65CL32,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC70CL11,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC70CL12,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC70CL21,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC70CL22,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC70CL32,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F42,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F46,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F56,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F60,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F65,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F70,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LF2F42,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAN,CARBON STEEL,CS,C.S.,CARB STL,CARBON-STL,C S,CARBON STEEL,C-STL,CARB. STL,CARBONSTEEL,CARBON-STEAL,CARN STL,CRBN STL,C-ST,C/S,CAR-ST,C.S.-STL,CARBON STL,CARB STEEL,C STEEL,C STL,CARBON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
